NAME,SAEPOVRTALL_RATE,Location,Latitude,Longitude
Oconee County,19,"34.749245,-82.993161",34.749245,-82.993161
Orangeburg County,24.2,"33.563516,-81.075466",33.563516,-81.075466
Pickens County,19.8,"34.904622,-82.648344",34.904622,-82.648344
Richland County,18.6,"34.041217,-80.942891",34.041217,-80.942891
Saluda County,18.9,"34.008713,-81.734942",34.008713,-81.734942
Spartanburg County,19,"34.860551,-81.953482",34.860551,-81.953482
Sumter County,17.6,"33.912305,-80.410396",33.912305,-80.410396
Union County,20.3,"34.661278,-81.603506",34.661278,-81.603506
Williamsburg County,30.9,"33.629361,-79.650211",33.629361,-79.650211
York County,15.1,"34.987137,-81.251883",34.987137,-81.251883
Aurora County,12.2,"43.698348,-98.572102",43.698348,-98.572102
Beadle County,14.4,"44.479735,-98.221298",44.479735,-98.221298
Bennett County,37,"43.122358,-101.615777",43.122358,-101.615777
Bon Homme County,16.6,"42.981484,-97.87216",42.981484,-97.87216
Brookings County,15.1,"44.421159,-96.8351",44.421159,-96.8351
Brown County,10,"45.758152,-98.254265",45.758152,-98.254265
Brule County,13,"43.657252,-99.10135",43.657252,-99.10135
Buffalo County,39.3,"44.097623,-99.278558",44.097623,-99.278558
Butte County,15.8,"44.925199,-103.700893",44.925199,-103.700893
Campbell County,11,"45.84151,-100.067671",45.84151,-100.067671
Charles Mix County,24.5,"43.098511,-98.396494",43.098511,-98.396494
Clark County,14.2,"44.813959,-97.718075",44.813959,-97.718075
Clay County,23.5,"42.882934,-97.006839",42.882934,-97.006839
Codington County,12.2,"44.995359,-97.234875",44.995359,-97.234875
Corson County,38,"45.762333,-101.690976",45.762333,-101.690976
Custer County,10.9,"43.678407,-103.451177",43.678407,-103.451177
Davison County,13,"43.724212,-98.221298",43.724212,-98.221298
Day County,17.4,"45.416748,-97.702372",45.416748,-97.702372
Deuel County,9.7,"44.731141,-96.663812",44.731141,-96.663812
Dewey County,30.3,"45.24865,-100.711047",45.24865,-100.711047
Douglas County,11.6,"43.405913,-98.396494",43.405913,-98.396494
Edmunds County,12.3,"45.458626,-99.181873",45.458626,-99.181873
Fall River County,15.3,"43.224028,-103.451177",43.224028,-103.451177
Faulk County,13.9,"45.082701,-99.153132",45.082701,-99.153132
Grant County,11,"45.175238,-96.750703",45.175238,-96.750703
Gregory County,20.1,"43.198313,-99.10135",43.198313,-99.10135
Haakon County,12.8,"44.267137,-101.524806",44.267137,-101.524806
Hamlin County,11.9,"44.699871,-97.179026",44.699871,-97.179026
Hand County,10.7,"44.494661,-99.012893",44.494661,-99.012893
Hanson County,8.6,"43.608211,-97.698227",43.608211,-97.698227
Harding County,14.7,"45.548267,-103.599569",45.548267,-103.599569
Hughes County,9.7,"44.353502,-99.812494",44.353502,-99.812494
Hutchinson County,13.1,"43.30172,-97.698227",43.30172,-97.698227
Hyde County,12.4,"44.533408,-99.456155",44.533408,-99.456155
Jackson County,33.1,"43.664807,-101.524806",43.664807,-101.524806
Jerauld County,15.3,"44.03647,-98.616067",44.03647,-98.616067
Jones County,13.3,"43.97158,-100.709787",43.97158,-100.709787
Kingsbury County,10.9,"44.377731,-97.524724",44.377731,-97.524724
Lake County,11.1,"43.946679,-97.179026",43.946679,-97.179026
Lawrence County,15.4,"44.310653,-103.797988",44.310653,-103.797988
Lincoln County,4.9,"43.202686,-96.8351",43.202686,-96.8351
Lyman County,22.3,"43.901669,-99.812494",43.901669,-99.812494
Marshall County,14.6,"45.727121,-97.604623",45.727121,-97.604623
McCook County,10.6,"43.631074,-97.351656",43.631074,-97.351656
McPherson County,17.8,"45.755598,-99.278413",45.755598,-99.278413
Meade County,12.2,"44.441519,-102.685507",44.441519,-102.685507
Mellette County,36.6,"43.516974,-100.709787",43.516974,-100.709787
Miner County,12.5,"44.064395,-97.698227",44.064395,-97.698227
Minnehaha County,11.3,"43.663179,-96.8351",43.663179,-96.8351
Moody County,11.4,"43.97793,-96.663812",43.97793,-96.663812
Pennington County,13.3,"43.890111,-102.254792",43.890111,-102.254792
Perkins County,15.3,"45.38884,-102.322431",45.38884,-102.322431
Potter County,11.2,"45.087505,-99.990428",45.087505,-99.990428
Roberts County,18.9,"45.611639,-97.033577",45.611639,-97.033577
Sanborn County,14.1,"44.040329,-98.046518",44.040329,-98.046518
Shannon County,48.1,"43.243744,-102.621621",43.243744,-102.621621
Spink County,12,"44.844023,-98.351692",44.844023,-98.351692
Stanley County,9.8,"44.338626,-100.800005",44.338626,-100.800005
Sully County,8.8,"44.779765,-100.068179",44.779765,-100.068179
Todd County,44.2,"43.211566,-100.709787",43.211566,-100.709787
Tripp County,20.1,"43.223645,-99.723267",43.223645,-99.723267
Turner County,9.1,"43.335556,-97.179026",43.335556,-97.179026
Union County,6.5,"42.862135,-96.706591",42.862135,-96.706591
Walworth County,16.3,"45.381146,-100.094434",45.381146,-100.094434
Yankton County,13.3,"43.016179,-97.351656",43.016179,-97.351656
Ziebach County,49.9,"44.848105,-101.702202",44.848105,-101.702202
Anderson County,16.7,"36.080957,-84.22788",36.080957,-84.22788
Bedford County,18.6,"35.470247,-86.459209",35.470247,-86.459209
Benton County,21.1,"36.117024,-88.050979",36.117024,-88.050979
Bledsoe County,23.8,"35.602886,-85.230841",35.602886,-85.230841
Blount County,14.6,"35.671054,-83.847302",35.671054,-83.847302
Bradley County,20.7,"35.193778,-84.856793",35.193778,-84.856793
Campbell County,28.8,"36.381733,-84.185712",36.381733,-84.185712
Cannon County,21.8,"35.807032,-86.05296",35.807032,-86.05296
Carroll County,22,"35.991719,-88.401604",35.991719,-88.401604
Carter County,20.6,"36.26386,-82.12784",36.26386,-82.12784
Cheatham County,14.3,"36.184749,-87.102375",36.184749,-87.102375
Chester County,22,"35.427094,-88.672358",35.427094,-88.672358
Claiborne County,26.5,"36.483042,-83.634843",36.483042,-83.634843
Clay County,24.1,"36.570177,-85.56121",36.570177,-85.56121
Cocke County,26.9,"35.935952,-83.122007",35.935952,-83.122007
Coffee County,21.1,"35.457685,-86.05296",35.457685,-86.05296
Crockett County,20,"35.781239,-89.132487",35.781239,-89.132487
Cumberland County,18.7,"35.899473,-85.023346",35.899473,-85.023346
Davidson County,19.4,"36.134256,-86.822034",36.134256,-86.822034
Decatur County,22.4,"35.595087,-88.129139",35.595087,-88.129139
DeKalb County,19.4,"35.972836,-85.80766",35.972836,-85.80766
Dickson County,15.5,"36.14598,-87.301613",36.14598,-87.301613
Dyer County,19.4,"36.044525,-89.436391",36.044525,-89.436391
Fayette County,14.2,"35.125743,-89.474218",35.125743,-89.474218
Fentress County,27.1,"36.37106,-84.898478",36.37106,-84.898478
Franklin County,18.3,"35.194687,-86.05296",35.194687,-86.05296
Gibson County,18.8,"35.996974,-88.864698",35.996974,-88.864698
Giles County,18,"35.089475,-86.982429",35.089475,-86.982429
Grainger County,22,"36.305933,-83.549657",36.305933,-83.549657
Greene County,24.4,"36.134794,-82.820974",36.134794,-82.820974
Grundy County,31.2,"35.401345,-85.684578",35.401345,-85.684578
Hamblen County,19.7,"36.205433,-83.293409",36.205433,-83.293409
Hamilton County,19.2,"35.161897,-85.147936",35.161897,-85.147936
Hancock County,33.8,"36.545602,-83.207764",36.545602,-83.207764
Hardeman County,27.9,"35.122917,-89.017933",35.122917,-89.017933
Hardin County,26,"35.114244,-88.246118",35.114244,-88.246118
Hawkins County,17.9,"36.444555,-82.950156",36.444555,-82.950156
Haywood County,24.4,"35.593858,-89.262122",35.593858,-89.262122
Henderson County,18.5,"35.642725,-88.401604",35.642725,-88.401604
Henry County,18.7,"36.336994,-88.246118",36.336994,-88.246118
Hickman County,20.7,"35.80128,-87.460397",35.80128,-87.460397
Houston County,20.5,"36.283619,-87.658113",36.283619,-87.658113
Humphreys County,16.5,"36.024577,-87.736961",36.024577,-87.736961
Jackson County,24.9,"36.400493,-85.643487",36.400493,-85.643487
Jefferson County,19.5,"36.041783,-83.464355",36.041783,-83.464355
Johnson County,26.1,"36.458567,-81.822436",36.458567,-81.822436
Knox County,14.7,"35.987463,-83.941978",35.987463,-83.941978
Lake County,43.7,"36.327068,-89.493118",36.327068,-89.493118
Lauderdale County,30.7,"35.783883,-89.662811",35.783883,-89.662811
Lawrence County,18.9,"35.276174,-87.460397",35.276174,-87.460397
Lewis County,21.5,"35.496205,-87.500008",35.496205,-87.500008
Lincoln County,16.9,"35.12394,-86.620794",35.12394,-86.620794
Loudon County,13.1,"35.737441,-84.312126",35.737441,-84.312126
Macon County,22.4,"36.498388,-85.971322",36.498388,-85.971322
Madison County,19.9,"35.647957,-88.864698",35.647957,-88.864698
Marion County,17.9,"35.092851,-85.643487",35.092851,-85.643487
Marshall County,16.4,"35.479252,-86.781852",35.479252,-86.781852
Maury County,16.6,"35.619524,-87.142289",35.619524,-87.142289
McMinn County,20.1,"35.403705,-84.647912",35.403705,-84.647912
McNairy County,22.4,"35.118321,-88.556531",35.118321,-88.556531
Meigs County,23.3,"35.519359,-84.794209",35.519359,-84.794209
Monroe County,22.7,"35.471793,-84.22788",35.471793,-84.22788
Montgomery County,16.5,"36.496041,-87.460397",36.496041,-87.460397
Moore County,12.4,"35.270051,-86.357952",35.270051,-86.357952
Morgan County,22.1,"36.100429,-84.647912",36.100429,-84.647912
Obion County,18.3,"36.346944,-89.1706",36.346944,-89.1706
Overton County,25.1,"36.388035,-85.313622",36.388035,-85.313622
Perry County,19.7,"35.67866,-87.894245",35.67866,-87.894245
Pickett County,19.2,"36.554109,-85.147936",36.554109,-85.147936
Polk County,17.7,"35.137158,-84.564147",35.137158,-84.564147
Putnam County,23.5,"36.134602,-85.478807",36.134602,-85.478807
Rhea County,23.1,"35.592791,-84.981754",35.592791,-84.981754
Roane County,17.8,"35.836117,-84.564147",35.836117,-84.564147
Robertson County,15.1,"36.525067,-86.862183",36.525067,-86.862183
Rutherford County,12.1,"35.772426,-86.337676",35.772426,-86.337676
Scott County,24.8,"36.397621,-84.522219",36.397621,-84.522219
Sequatchie County,19.2,"35.346943,-85.396277",35.346943,-85.396277
Sevier County,16.8,"35.827168,-83.50702",35.827168,-83.50702
Shelby County,21.5,"35.126855,-89.925323",35.126855,-89.925323
Smith County,16.8,"36.238847,-85.971322",36.238847,-85.971322
Stewart County,17.6,"36.502324,-87.776333",36.502324,-87.776333
Sullivan County,18.2,"36.493315,-82.345189",36.493315,-82.345189
Sumner County,10.9,"36.471808,-86.499655",36.471808,-86.499655
Tipton County,15.2,"35.521718,-89.737996",35.521718,-89.737996
Trousdale County,19.5,"36.396385,-86.154827",36.396385,-86.154827
Unicoi County,20.4,"36.073032,-82.518584",36.073032,-82.518584
Union County,21,"36.319427,-83.804868",36.319427,-83.804868
Van Buren County,19.6,"35.699692,-85.478807",35.699692,-85.478807
Warren County,22.6,"35.711565,-85.80766",35.711565,-85.80766
Washington County,18.3,"36.332102,-82.518584",36.332102,-82.518584
Wayne County,28.3,"35.282369,-87.776333",35.282369,-87.776333
Weakley County,20.4,"36.342887,-88.710896",36.342887,-88.710896
White County,19.9,"35.918988,-85.520024",35.918988,-85.520024
Williamson County,6.2,"35.917927,-86.862183",35.917927,-86.862183
Wilson County,11.8,"36.162624,-86.2971",36.162624,-86.2971
Anderson County,23.3,"31.776932,-95.645795",31.776932,-95.645795
Andrews County,13.3,"32.342627,-102.713512",32.342627,-102.713512
Angelina County,19.1,"31.27047,-94.645035",31.27047,-94.645035
Aransas County,21.3,"28.076126,-96.963862",28.076126,-96.963862
Archer County,11.8,"33.576151,-98.748117",33.576151,-98.748117
Armstrong County,10.6,"34.937162,-101.433915",34.937162,-101.433915
Atascosa County,21.8,"28.866128,-98.572102",28.866128,-98.572102
Austin County,13,"29.871129,-96.280086",29.871129,-96.280086
Bailey County,17.9,"34.091306,-102.89751",34.091306,-102.89751
Bandera County,12.3,"29.740414,-99.278558",29.740414,-99.278558
Bastrop County,14.6,"30.045871,-97.351656",30.045871,-97.351656
Baylor County,19.6,"33.537393,-99.278558",33.537393,-99.278558
Bee County,29.6,"28.362421,-97.698227",28.362421,-97.698227
Bell County,15.8,"31.134411,-97.524724",31.134411,-97.524724
Bexar County,17.9,"29.420076,-98.572102",29.420076,-98.572102
Blanco County,11.5,"30.350051,-98.396494",30.350051,-98.396494
Borden County,11.8,"32.823311,-101.433915",32.823311,-101.433915
Bosque County,16.8,"31.850761,-97.698227",31.850761,-97.698227
Bowie County,19.1,"33.447329,-94.479976",33.447329,-94.479976
Brazoria County,12.1,"29.213186,-95.477781",29.213186,-95.477781
Brazos County,29,"30.650414,-96.322607",30.650414,-96.322607
Brewster County,16.6,"29.662994,-103.358729",29.662994,-103.358729
Briscoe County,16.3,"34.526178,-101.161736",34.526178,-101.161736
Brooks County,35.4,"27.027306,-98.221298",27.027306,-98.221298
Brown County,20.4,"31.770511,-98.924534",31.770511,-98.924534
Burleson County,18.3,"30.450026,-96.663812",30.450026,-96.663812
Burnet County,16.6,"30.727035,-98.221298",30.727035,-98.221298
Caldwell County,19.6,"29.884911,-97.669914",29.884911,-97.669914
Calhoun County,18.7,"28.416937,-96.663812",28.416937,-96.663812
Callahan County,15.8,"32.272812,-99.456155",32.272812,-99.456155
Cameron County,33.7,"26.128497,-97.524724",26.128497,-97.524724
Camp County,21.8,"32.956704,-94.997446",32.956704,-94.997446
Carson County,8.8,"35.457872,-101.433915",35.457872,-101.433915
Cass County,17.3,"33.094434,-94.315422",33.094434,-94.315422
Castro County,20.5,"34.498505,-102.346387",34.498505,-102.346387
Chambers County,9.6,"29.752496,-94.686378",29.752496,-94.686378
Cherokee County,21.5,"31.798183,-95.143207",31.798183,-95.143207
Childress County,24.5,"34.525753,-100.170326",34.525753,-100.170326
Clay County,10.7,"33.790042,-98.221298",33.790042,-98.221298
Cochran County,21,"33.56438,-102.89751",33.56438,-102.89751
Coke County,13.1,"31.827766,-100.529611",31.827766,-100.529611
Coleman County,22.9,"31.732022,-99.456155",31.732022,-99.456155
Collin County,8.2,"33.179521,-96.49298",33.179521,-96.49298
Collingsworth County,21.7,"35.035162,-100.349789",35.035162,-100.349789
Colorado County,16.8,"29.537865,-96.49298",29.537865,-96.49298
Comal County,9.4,"29.810557,-98.221298",29.810557,-98.221298
Comanche County,23.2,"31.975546,-98.572102",31.975546,-98.572102
Concho County,29.2,"31.343164,-99.812494",31.343164,-99.812494
Cooke County,14.3,"33.667219,-97.351656",33.667219,-97.351656
Coryell County,16.1,"31.477436,-97.87216",31.477436,-97.87216
Cottle County,20.9,"34.159117,-100.349789",34.159117,-100.349789
Crane County,11.2,"31.465497,-102.529803",31.465497,-102.529803
Crockett County,16,"30.597796,-101.161736",30.597796,-101.161736
Crosby County,27.8,"33.55,-101.252379",33.55,-101.252379
Culberson County,26,"31.347767,-104.47233",31.347767,-104.47233
Dallam County,14,"36.20745,-102.529803",36.20745,-102.529803
Dallas County,20,"32.802468,-96.8351",32.802468,-96.8351
Dawson County,23.3,"32.771742,-101.980461",32.771742,-101.980461
Deaf Smith County,22.1,"35.001735,-102.529803",35.001735,-102.529803
Delta County,21.7,"33.349313,-95.77212",33.349313,-95.77212
Denton County,9.4,"33.141861,-97.179026",33.141861,-97.179026
DeWitt County,18.1,"29.123519,-97.351656",29.123519,-97.351656
Dickens County,23.8,"33.598511,-100.709787",33.598511,-100.709787
Dimmit County,26.8,"28.411651,-99.812494",28.411651,-99.812494
Donley County,19.9,"34.987536,-100.89031",34.987536,-100.89031
Duval County,27.1,"27.752527,-98.572102",27.752527,-98.572102
Eastland County,20.4,"32.324047,-98.748117",32.324047,-98.748117
Ector County,15.8,"31.824648,-102.529803",31.824648,-102.529803
Edwards County,23.6,"29.928296,-100.439656",29.928296,-100.439656
El Paso County,24.6,"31.803982,-106.205148",31.803982,-106.205148
Ellis County,12.6,"32.261977,-96.8351",32.261977,-96.8351
Erath County,20,"32.17934,-98.221298",32.17934,-98.221298
Falls County,26.3,"31.163641,-97.006839",31.163641,-97.006839
Fannin County,19.4,"33.55443,-96.152699",33.55443,-96.152699
Fayette County,14.7,"29.889644,-96.8351",29.889644,-96.8351
Fisher County,14,"32.739873,-100.349789",32.739873,-100.349789
Floyd County,20.2,"34.079153,-101.252379",34.079153,-101.252379
Foard County,17.9,"33.986583,-99.767869",33.986583,-99.767869
Fort Bend County,8.9,"29.569261,-95.814288",29.569261,-95.814288
Franklin County,17.1,"33.195995,-95.184922",33.195995,-95.184922
Freestone County,15.5,"31.753489,-96.152699",31.753489,-96.152699
Frio County,34.6,"28.831355,-99.10135",28.831355,-99.10135
Gaines County,17.4,"32.698752,-102.713512",32.698752,-102.713512
Galveston County,14.9,"29.37635,-94.852064",29.37635,-94.852064
Garza County,28.6,"33.19559,-101.252379",33.19559,-101.252379
Gillespie County,12.5,"30.314993,-98.924534",30.314993,-98.924534
Glasscock County,11,"31.912308,-101.615777",31.912308,-101.615777
Goliad County,16,"28.567371,-97.351656",28.567371,-97.351656
Gonzales County,23.4,"29.483488,-97.524724",29.483488,-97.524724
Gray County,14.6,"35.335256,-100.89031",35.335256,-100.89031
Grayson County,16.5,"33.706241,-96.663812",33.706241,-96.663812
Gregg County,17.7,"32.489255,-94.852064",32.489255,-94.852064
Grimes County,19.1,"30.482985,-95.983258",30.482985,-95.983258
Guadalupe County,10.8,"29.647731,-97.87216",29.647731,-97.87216
Hale County,25.8,"34.106494,-101.889172",34.106494,-101.889172
Hall County,24.5,"34.479352,-100.709787",34.479352,-100.709787
Hamilton County,16.9,"31.636867,-98.221298",31.636867,-98.221298
Hansford County,13.7,"36.318375,-101.433915",36.318375,-101.433915
Hardeman County,19,"34.217724,-99.634135",34.217724,-99.634135
Hardin County,13,"30.364764,-94.315422",30.364764,-94.315422
Harris County,19.4,"29.775183,-95.31025",29.775183,-95.31025
Harrison County,16.4,"32.553923,-94.315422",32.553923,-94.315422
Hartley County,11.4,"35.864796,-102.529803",35.864796,-102.529803
Haskell County,23.6,"33.140342,-99.812494",33.140342,-99.812494
Hays County,14.9,"30.053761,-98.002889",30.053761,-98.002889
Hemphill County,8.9,"35.902227,-100.349789",35.902227,-100.349789
Henderson County,16.3,"32.132137,-95.814288",32.132137,-95.814288
Hidalgo County,37.3,"26.465632,-98.221298",26.465632,-98.221298
Hill County,19,"32.062177,-97.179026",32.062177,-97.179026
Hockley County,17.5,"33.621259,-102.346387",33.621259,-102.346387
Hood County,11.4,"32.42963,-97.828637",32.42963,-97.828637
Hopkins County,18.9,"33.228294,-95.477781",33.228294,-95.477781
Houston County,24.1,"31.237756,-95.477781",31.237756,-95.477781
Howard County,23.3,"32.287594,-101.433915",32.287594,-101.433915
Hudspeth County,31.4,"31.570743,-105.594339",31.570743,-105.594339
Hunt County,16.4,"33.196794,-96.152699",33.196794,-96.152699
Hutchinson County,13.4,"35.803191,-101.433915",35.803191,-101.433915
Irion County,10.5,"31.25577,-100.89031",31.25577,-100.89031
Jack County,15,"33.256038,-98.221298",33.256038,-98.221298
Jackson County,16,"28.934089,-96.535645",28.934089,-96.535645
Jasper County,19.1,"30.926364,-93.987843",30.926364,-93.987843
Jeff Davis County,14.1,"30.750805,-104.193092",30.750805,-104.193092
Jefferson County,20,"29.81654,-94.151376",29.81654,-94.151376
Jim Hogg County,25,"26.995506,-98.748117",26.995506,-98.748117
Jim Wells County,25.5,"27.784172,-98.046518",27.784172,-98.046518
Johnson County,13.1,"32.413357,-97.351656",32.413357,-97.351656
Jones County,25.8,"32.783344,-99.812494",32.783344,-99.812494
Karnes County,26.7,"28.908909,-97.87216",28.908909,-97.87216
Kaufman County,12.4,"32.588921,-96.30893",32.588921,-96.30893
Kendall County,10.1,"29.960341,-98.748117",29.960341,-98.748117
Kenedy County,16.6,"26.869715,-97.698227",26.869715,-97.698227
Kent County,11.3,"33.243843,-100.709787",33.243843,-100.709787
Kerr County,14.6,"30.094531,-99.456155",30.094531,-99.456155
Kimble County,20,"30.433847,-99.812494",30.433847,-99.812494
King County,11,"33.644342,-100.170326",33.644342,-100.170326
Kinney County,22.9,"29.293487,-100.349789",29.293487,-100.349789
Kleberg County,27.5,"27.430834,-97.698227",27.430834,-97.698227
Knox County,23.1,"33.673424,-99.812494",33.673424,-99.812494
La Salle County,36.3,"28.275892,-99.10135",28.275892,-99.10135
Lamar County,20,"33.75694,-95.645795",33.75694,-95.645795
Lamb County,24.5,"34.148615,-102.346387",34.148615,-102.346387
Lampasas County,17.2,"31.273768,-98.221298",31.273768,-98.221298
Lavaca County,12.7,"29.335905,-96.8351",29.335905,-96.8351
Lee County,14,"30.296716,-96.963862",30.296716,-96.963862
Leon County,17.6,"31.215269,-95.983258",31.215269,-95.983258
Liberty County,19.3,"30.163359,-94.810595",30.163359,-94.810595
Limestone County,22.4,"31.546108,-96.663812",31.546108,-96.663812
Lipscomb County,12.8,"36.246446,-100.349789",36.246446,-100.349789
Live Oak County,20.2,"28.342294,-98.046518",28.342294,-98.046518
Llano County,15.6,"30.692528,-98.748117",30.692528,-98.748117
Loving County,17,"31.888343,-103.636272",31.888343,-103.636272
Lubbock County,20.4,"33.675362,-101.797961",33.675362,-101.797961
Lynn County,19.6,"33.14464,-101.797961",33.14464,-101.797961
Madison County,23.7,"30.988848,-95.940971",30.988848,-95.940971
Marion County,22.1,"32.778068,-94.356513",32.778068,-94.356513
Martin County,16.4,"32.236472,-101.980461",32.236472,-101.980461
Mason County,15,"30.655609,-99.278558",30.655609,-99.278558
Matagorda County,20.4,"28.820484,-95.983258",28.820484,-95.983258
Maverick County,31.2,"28.741047,-100.349789",28.741047,-100.349789
McCulloch County,22.7,"31.201612,-99.278558",31.201612,-99.278558
McLennan County,23.7,"31.518229,-97.179026",31.518229,-97.179026
McMullen County,10.4,"28.310232,-98.572102",28.310232,-98.572102
Medina County,17.6,"29.298787,-99.012893",29.298787,-99.012893
Menard County,23.4,"30.980243,-99.812494",30.980243,-99.812494
Midland County,12.8,"31.878137,-101.980461",31.878137,-101.980461
Milam County,20,"30.809264,-96.979501",30.809264,-96.979501
Mills County,17.9,"31.613747,-98.572102",31.613747,-98.572102
Mitchell County,23.1,"32.336052,-100.89031",32.336052,-100.89031
Montague County,15.6,"33.646099,-97.698227",33.646099,-97.698227
Montgomery County,13.7,"30.321348,-95.477781",30.321348,-95.477781
Moore County,15.9,"35.844676,-101.889172",35.844676,-101.889172
Morris County,20.7,"33.122847,-94.769159",33.122847,-94.769159
Motley County,17.6,"34.128033,-100.709787",34.128033,-100.709787
Nacogdoches County,24.2,"31.635307,-94.645035",31.635307,-94.645035
Navarro County,19.7,"32.099188,-96.49298",32.099188,-96.49298
Newton County,20.4,"30.93596,-93.662324",30.93596,-93.662324
Nolan County,21.6,"32.381874,-100.349789",32.381874,-100.349789
Nueces County,20,"27.769335,-97.481416",27.769335,-97.481416
Ochiltree County,14.3,"36.292154,-100.800005",36.292154,-100.800005
Oldham County,14.6,"35.424723,-102.621621",35.424723,-102.621621
Orange County,16.1,"30.148403,-93.86553",30.148403,-93.86553
Palo Pinto County,20.8,"32.751196,-98.310418",32.751196,-98.310418
Panola County,15.9,"32.192004,-94.315422",32.192004,-94.315422
Parker County,10.7,"32.741552,-97.87216",32.741552,-97.87216
Parmer County,16.9,"34.460429,-102.713512",34.460429,-102.713512
Pecos County,19.8,"30.825321,-102.621621",30.825321,-102.621621
Polk County,20,"30.715088,-94.810595",30.715088,-94.810595
Potter County,22.8,"35.404373,-101.980461",35.404373,-101.980461
Presidio County,23.7,"29.948067,-104.100133",29.948067,-104.100133
Rains County,17,"32.900913,-95.77212",32.900913,-95.77212
Randall County,9.9,"34.902038,-101.797961",34.902038,-101.797961
Reagan County,9.9,"31.290357,-101.524806",31.290357,-101.524806
Real County,20.7,"29.885146,-99.812494",29.885146,-99.812494
Red River County,21.4,"33.60723,-94.976654",33.60723,-94.976654
Reeves County,33,"31.430798,-103.728917",31.430798,-103.728917
Refugio County,17.2,"28.346534,-97.135938",28.346534,-97.135938
Roberts County,8.5,"35.854098,-100.89031",35.854098,-100.89031
Robertson County,21.3,"31.008,-96.49298",31.008,-96.49298
Rockwall County,6,"32.872165,-96.365157",32.872165,-96.365157
Runnels County,20.8,"31.871451,-99.991225",31.871451,-99.991225
Rusk County,17.1,"32.174189,-94.810595",32.174189,-94.810595
Sabine County,22,"31.297423,-93.824824",31.297423,-93.824824
San Augustine County,24.2,"31.469936,-94.151376",31.469936,-94.151376
San Jacinto County,21.8,"30.518769,-95.143207",30.518769,-95.143207
San Patricio County,19.8,"27.99997,-97.524724",27.99997,-97.524724
San Saba County,20.4,"31.238909,-98.748117",31.238909,-98.748117
Schleicher County,16.7,"30.923495,-100.529611",30.923495,-100.529611
Scurry County,17.6,"32.693784,-100.89031",32.693784,-100.89031
Shackelford County,14,"32.82423,-99.278558",32.82423,-99.278558
Shelby County,21,"31.834302,-94.151376",31.834302,-94.151376
Sherman County,12.8,"36.264343,-101.980461",36.264343,-101.980461
Smith County,17.1,"32.335251,-95.31025",32.335251,-95.31025
Somervell County,10.2,"32.25477,-97.74167",32.25477,-97.74167
Starr County,39.3,"26.621517,-98.748117",26.621517,-98.748117
Stephens County,19.4,"32.739993,-98.840014",32.739993,-98.840014
Sterling County,11.4,"31.781493,-101.071176",31.781493,-101.071176
Stonewall County,17.5,"33.111491,-100.170326",33.111491,-100.170326
Sutton County,12.6,"30.559883,-100.529611",30.559883,-100.529611
Swisher County,21.8,"34.553276,-101.797961",34.553276,-101.797961
Tarrant County,16.8,"32.773204,-97.351656",32.773204,-97.351656
Taylor County,16.8,"32.245509,-99.812494",32.245509,-99.812494
Terrell County,16.8,"30.234861,-102.163272",30.234861,-102.163272
Terry County,23.3,"33.090965,-102.346387",33.090965,-102.346387
Throckmorton County,15.3,"33.181457,-99.278558",33.181457,-99.278558
Titus County,18.3,"33.249313,-94.976654",33.249313,-94.976654
Tom Green County,17.7,"31.383902,-100.439656",31.383902,-100.439656
Travis County,18.1,"30.209702,-97.698227",30.209702,-97.698227
Trinity County,21.2,"31.068765,-95.143207",31.068765,-95.143207
Tyler County,21,"30.732445,-94.315422",30.732445,-94.315422
Upshur County,15.9,"32.709975,-94.976654",32.709975,-94.976654
Upton County,16.4,"31.338484,-101.980461",31.338484,-101.980461
Uvalde County,25.8,"29.334266,-99.812494",29.334266,-99.812494
Val Verde County,21.5,"29.868768,-101.161736",29.868768,-101.161736
Van Zandt County,17.5,"32.493697,-95.814288",32.493697,-95.814288
Victoria County,18.5,"28.771291,-97.006839",28.771291,-97.006839
Walker County,25.5,"30.681539,-95.645795",30.681539,-95.645795
Waller County,18.3,"29.975163,-96.025574",29.975163,-96.025574
Ward County,15.2,"31.539556,-103.127904",31.539556,-103.127904
Washington County,14.6,"30.235296,-96.365157",30.235296,-96.365157
Webb County,32.1,"27.817449,-99.012893",27.817449,-99.012893
Wharton County,18.5,"29.369093,-96.152699",29.369093,-96.152699
Wheeler County,12.8,"35.383089,-100.349789",35.383089,-100.349789
Wichita County,16.2,"33.930965,-98.748117",33.930965,-98.748117
Wilbarger County,18.8,"34.068809,-99.278558",34.068809,-99.278558
Willacy County,38.9,"26.494822,-97.698227",26.494822,-97.698227
Williamson County,7.4,"30.759169,-97.698227",30.759169,-97.698227
Wilson County,12.4,"29.268378,-98.046518",29.268378,-98.046518
Winkler County,15.2,"31.76846,-103.08179",31.76846,-103.08179
Wise County,12,"33.289586,-97.698227",33.289586,-97.698227
Wood County,17.6,"32.829622,-95.352088",32.829622,-95.352088
Yoakum County,13.1,"33.21147,-102.89751",33.21147,-102.89751
Young County,16.9,"33.220009,-98.748117",33.220009,-98.748117
Zapata County,33.6,"26.973076,-99.10135",26.973076,-99.10135
Zavala County,36.3,"28.880126,-99.723267",28.880126,-99.723267
Beaver County,10.8,"38.326638,-113.287085",38.326638,-113.287085
Box Elder County,10.1,"41.538009,-113.191802",41.538009,-113.191802
